Name,Code,Instructor,School,Department,Semester,Term,Time,Description
Introduction to the History of the Modern Self: Meister Eckhart and His Successors,GERMAN 108,Morgan,FAS,Germanic Languages & Lit,2019 Fall,Full Term,9:45am - 11:45am,"This course will be equally accessible to students in philosophy, religious studies, German or comparative literature (all texts will be available in translation). It will offer an introduction to the thought of the medieval mystic and philosopher Meister Eckhart, and explore how Eckhart’s writing allows us to re-think how we write the history of the modern Western self. Eckhart is often credited with having first forged the language of German philosophy. The focus of the course will be th"
Translating German: Theory and Practice,GERMAN 110,Parkes,FAS,Germanic Languages & Lit,2020 Spring,Full Term,12:45pm - 2:44pm,"This seminar introduces the methodology, theory, and practice of translating German into English. By working through the fundamental issues, strategies, and ethical responsibilities of the translator, students will encounter the delights and dilemmas of mediating between two different languages and cultures. Workshops address literary, scientific, technical, media- and consumer-orientated texts, while refining advanced language skills. Special attention is given to the many challenges of transla"
German Empires 1848-1948,GERMAN 143,Frank Johnson,FAS,Germanic Languages & Lit,2019 Fall,Full Term,10:30am - 11:45am,"This course examines the history of Germans in Europe and elsewhere, starting with the revolutions of 1848 and ending with the separation of Austria, West Germany, and East Germany following the Second World War. We will consider multiple different visions of what ""Germany"" should be, what borders it should have, and who should be considered ""German."""
Postwall German Cinema,GERMAN 153,Rentschler,FAS,Germanic Languages & Lit,2020 Spring,Full Term,12:45pm - 2:45pm,"Filmmakers from the Federal Republic of Germany like Rainer Werner Fassbinder, Werner Herzog, and Wim Wenders would become internationally prominent during the 1970s and lauded for their formal experimentation, stylistic allure, and political outspokenness. What happened, though, after the demise of the so-called New German Cinema in the early eighties and the fall of the wall in 1989? This class will focus on postwall German cinema and discuss a rich sampling of features from a very seismic and"
Katastrophe Erzählen,GERMAN 171,TBA,FAS,Germanic Languages & Lit,2020 Spring,Full Term,3:00pm - 5:00pm,"In dramatic theory »Katastrophe« means the moment when a sequence of events changes from bad to good (comedy) or from good to bad (tragedy). Around 1800, the German word »Katastrophe« comes to denote sudden events with serious consequences such as earthquakes, storms, floods or volcanic eruptions. In dealing with natural disasters, the cultural and literary imagination often negotiates the question of how human agency and the forces of nature relate to one another. Narrat"
Bargaining with the Devil: the Faust Legend,GERMAN 180,Hamilton,FAS,Germanic Languages & Lit,2019 Fall,Full Term,3:00pm - 5:00pm,"Seduction and transgression, forbidden knowledge and the insatiable lust for learning, the limits of cognition, human will, and the problem of evil – these are the central themes that circulate through the legend of Faust, who is said to have exchanged his immortal soul for infinite wisdom and power. The seminar examines the elaboration and complication of this legend across the centuries and its formative role in the development of European literature and philosophy. In addition to studyi"
Fallen Grace: Heinreich von Kleist,GERMAN 185,Hamilton,FAS,Germanic Languages & Lit,2020 Spring,Full Term,3:00pm - 5:00pm,"A close reading of the major fictional, dramatic, and essayistic works of Kleist focuses on questions of grace, order, and stability in relation to the antithetical forces of falling and failing, chance and inscrutability, destabilization, uncertainty, and self-consciousness. In addition to developing methods for literary analysis and interpretation, the course further explores issues of Kleist’s historical context and his varied reception across the centuries. "
Baroque,GERMAN 210,Burgard,FAS,Germanic Languages & Lit,2020 Spring,Full Term,12:00pm - 2:45pm,"European Baroque art and German Baroque literature. Revolutions of excess and devolutions of system in architecture, painting, sculpture, poetry, drama, narrative."
"Schelling, Goethe, and Dorothea and Friedrich Schlegel c. 1809: A Genealogy of the Present",GERMAN 222,Morgan,FAS,Germanic Languages & Lit,2019 Fall,Full Term,12:00pm - 2:45pm,"This course will be equally accessible to students in philosophy, German or comparative literature (all texts will be available in translation). The main focus is Schelling’s treatise on freedom and Goethe’s ‘Elective Affinities’, both published in 1809, unpacking the dark, dynamic view they have of nature, and the implications this has for current debates (new materialisms, enactivism). Schelling’s treatise was published with a selection, by Schelling, of four othe"
Fontanes Romane,GERMAN 230,TBA,FAS,Germanic Languages & Lit,2020 Spring,Full Term,3:00pm - 5:00pm,"Recurring themes in Theodor Fontanes novels are not only the political and economic upheavals in Wilhelminian Germany, but also innovations in the field of forms of transport, information and communication. In describing these modern phenomena, Fontane develops special modes of narration. As the narrator recedes further and further behind the character's speech, the text of the novels seems to consist only of conversation, causerie and chitchat. Despite the seeming lightness and randomness o"
The Frankfurt School on Film and Mass Culture,GERMAN 254,Rentschler,FAS,Germanic Languages & Lit,2019 Fall,Full Term,12:45pm - 2:45pm,"This seminar considers the Frankfurt School's deliberations on film, radio, television, and mass culture. We will devote the majority of the course to three seminal figures: Siegfried Kracauer, Walter Benjamin, and T. W. Adorno. More generally, we will focus on the debates catalyzed by the emergence of modern mass media and an industrialized visual culture; we will also reflect on the pertinence of these debates for our own contemporary culture of media convergence."
Literature on Trial: Kafka in Paris,GERMAN 287,Hamilton,FAS,Germanic Languages & Lit,2020 Spring,Full Term,12:45pm - 2:45pm,"The seminar engages in a close study of Kafka’s major stories and novels, diaries and correspondence; and how this body of work was received, explicated and interpreted by key figures in post-war France:  Maurice Blanchot, Jacques Lacan, Deleuze & Guattari, Jacques Derrida, and others."
Questions of Theory,GERMAN 291,Suetterlin,FAS,Germanic Languages & Lit,2019 Fall,Full Term,9:45am - 11:45am,"To explore key literary, cultural and critical theories, we pose questions through readings of classic and contemporary theorists, from Aristotle to Kant, Schiller, Arendt, Barthes, Foucault, Glissant, Ortiz, Kittler, and Butler, among others. Their approaches include aesthetics, structuralism, discourse analysis, media theory, deconstruction, psychoanalysis, gender theory, ecocriticism. Each seminar addresses a core readingand a cluster of"
Dissertation,GERMAN 300 001,Burgard,FAS,Germanic Languages & Lit,2019 Fall,Full Term,,
Dissertation,GERMAN 300 001,Burgard,FAS,Germanic Languages & Lit,2020 Spring,Full Term,,
Dissertation,GERMAN 300 002,Hamilton,FAS,Germanic Languages & Lit,2019 Fall,Full Term,,
Dissertation,GERMAN 300 002,Hamilton,FAS,Germanic Languages & Lit,2020 Spring,Full Term,,
Dissertation,GERMAN 300 003,Kirakosian,FAS,Germanic Languages & Lit,2019 Fall,Full Term,,
Dissertation,GERMAN 300 003,Kirakosian,FAS,Germanic Languages & Lit,2020 Spring,Full Term,,
Dissertation,GERMAN 300 004,Mitchell,FAS,Germanic Languages & Lit,2019 Fall,Full Term,,
Dissertation,GERMAN 300 004,Mitchell,FAS,Germanic Languages & Lit,2020 Spring,Full Term,,
Dissertation,GERMAN 300 005,Rentschler,FAS,Germanic Languages & Lit,2019 Fall,Full Term,,
Dissertation,GERMAN 300 005,Rentschler,FAS,Germanic Languages & Lit,2020 Spring,Full Term,,
Dissertation,GERMAN 300 006,Ryan,FAS,Germanic Languages & Lit,2019 Fall,Full Term,,
Dissertation,GERMAN 300 006,Ryan,FAS,Germanic Languages & Lit,2020 Spring,Full Term,,
Dissertation,GERMAN 300 007,Suetterlin,FAS,Germanic Languages & Lit,2019 Fall,Full Term,,
Dissertation,GERMAN 300 007,Suetterlin,FAS,Germanic Languages & Lit,2020 Spring,Full Term,,
Dissertation,GERMAN 300 008,Frank Johnson,FAS,Germanic Languages & Lit,2019 Fall,Full Term,,
Dissertation,GERMAN 300 008,Frank Johnson,FAS,Germanic Languages & Lit,2020 Spring,Full Term,,
Teaching,GERMAN 310,Burgard,FAS,Germanic Languages & Lit,2019 Fall,Dynamically Dated,,
Teaching,GERMAN 310,Burgard,FAS,Germanic Languages & Lit,2020 Spring,Dynamically Dated,,
Course-Related Work,GERMAN 320,Burgard,FAS,Germanic Languages & Lit,2019 Fall,Dynamically Dated,,
Course-Related Work,GERMAN 320,Burgard,FAS,Germanic Languages & Lit,2020 Spring,Dynamically Dated,,
Research-Related Work,GERMAN 330,Burgard,FAS,Germanic Languages & Lit,2019 Fall,Dynamically Dated,,
Research-Related Work,GERMAN 330,Burgard,FAS,Germanic Languages & Lit,2020 Spring,Dynamically Dated,,
Independent Study,GERMAN 340,Hamilton,FAS,Germanic Languages & Lit,2020 Spring,Full Term,,
Advanced Reading and Grammar for Graduate Students,GERMPHIL 261,Burgard,FAS,Germanic Languages & Lit,2019 Fall,Full Term,,"Advanced study of German grammar for the purpose of reading and parsing sophisticated texts. Prepares graduate students for scholarship that includes German literary, historical, and theoretical texts."
Approaches to Foreign Language Teaching,GERMPHIL 280,Parkes,FAS,Germanic Languages & Lit,2019 Fall,Full Term,3:00pm - 5:00pm,"A practical and theoretical introduction to foreign language instruction. Emphasis on historical and current theories of second language acquisition and their implications for the methods of teaching foreign language, culture, and literature. "
Special Reading Programs and Research Problems for Advanced Students,GERMPHIL 300,Burgard,FAS,Germanic Languages & Lit,2019 Fall,Full Term,,
Special Reading Programs and Research Problems for Advanced Students,GERMPHIL 300,Burgard,FAS,Germanic Languages & Lit,2020 Spring,Full Term,,
The Quality of Health Care in America,GHHP 50,Jena,FAS,Global Health & Health Policy,2020 Spring,Full Term,3:00pm - 4:15pm,"Offers information and experiences regarding the most important issues and challenges in health care quality. Overview of the dimensions of quality of care, including outcomes, overuse, underuse, variation in practice patterns, errors and threats to patient safety, service flaws, and forms of waste. Each session focuses on one specific issue, exploring patterns of performance, data sources, costs, causes, and remedies. Explores desirable properties of health care systems that perform at high lev"
Global Response to Disasters and Refugee Crises,GHHP 70,Kayden,FAS,Global Health & Health Policy,2020 Spring,Full Term,12:45pm - 2:45pm,"Climate change, urbanization, and conflict mean that global disasters are on the rise.  How should the world respond when disasters force people from their homes?  How can we better help the world’s refugees?  This course examines the past, present, and future of the international humanitarian response system.  We will explore how Doctors Without Borders, the United Nations, the Red Cross, and other aid agencies came to be and how global response standards, internationa"
Supervised Reading and Research,GHHP 91,Cutler,FAS,Global Health & Health Policy,2019 Fall,Full Term,,Supervised reading leading to a long term paper on a topic or topics not covered by regular courses of instruction.
Supervised Reading and Research,GHHP 91,Cutler,FAS,Global Health & Health Policy,2020 Spring,Full Term,,Supervised reading leading to a long term paper on a topic or topics not covered by regular courses of instruction.
Research in Global Health and Health Policy,GHHP 99 001,Cutler,FAS,Global Health & Health Policy,2020 Spring,Full Term,3:00pm - 5:00pm,"Global health and health policy are interdisciplinary fields that apply the theories and methods of statistics, sociology, political science, economics, management, decision science, and philosophy to the study of population health and health care. Research from these fields influences policymaking in a variety of settings. For example, the Patient Protection and Affordable Care Act (ACA) drew upon health policy research to develop programs for improving access and quality of care in the United"
Research in Global Health and Health Policy,GHHP 99 002,Cutler,FAS,Global Health & Health Policy,2020 Spring,Full Term,,"Global health and health policy are interdisciplinary fields that apply the theories and methods of statistics, sociology, political science, economics, management, decision science, and philosophy to the study of population health and health care. Research from these fields influences policymaking in a variety of settings. For example, the Patient Protection and Affordable Care Act (ACA) drew upon health policy research to develop programs for improving access and quality of care in the United"
Elementary Gikuyu,GIKUYU AA,Mugane,FAS,African & African Amer Studies,2019 Fall,Full Term,,Gikuyu is a Bantu language spoken by Kenya's most populous ethnic group. The Gikuyu are among Africa's most recognized peoples because of the Mau Mau freedom fighters who were mainly Gikuyu.Students are strongly encouraged to take both parts of the course (AA and AB) within the same academic year. The curriculum builds throughout the year.
Foundations of Political Theory,GOV 10,Beerbohm,FAS,Government,2020 Spring,Full Term,10:30am - 11:45am,"This course investigates the central problems of political theory that concern the justification of democracy. Is democratic rule the uniquely just form of collective decision-making? What political institutions best express the democratic values of equality, deliberation, and participation? What are the moral responsibilities of citizens - whose representatives exercise political power in their name? Is democracy a human right? Readings integrate contemporary work in political philosophy with c"
